"","filename","ATTRIBUTE_CollectionNumber","ATTRIBUTE_Family","ATTRIBUTE_Genus","ATTRIBUTE_Species","ATTRIBUTE_Genus_species","ATTRIBUTE_SpeciesCode","ATTRIBUTE_Latitude","ATTRIBUTE_Longitude"
"889","MD00962.mzXML","AF-20927","Euphorbiaceae","Alchornea","latifolia","Alchornea_latifolia","alclat",-14.1892,-68.3339
"890","MD00963.mzXML","AF-20928","Phyllanthaceae","Hieronyma","MVH-157","Hieronyma_MVH-157","hieMVH157",-14.1892,-68.3339
"891","MD00964.mzXML","AF-20929","Lauraceae","Persea","AF-12248","Persea_AF-12248","per6AF12248",-14.1892,-68.3339
"892","MD00965.mzXML","AF-20930","Lauraceae","Ocotea","albida","Ocotea_albida","ocoalb1",-14.1892,-68.3339
"893","MD00966.mzXML","AF-20931B","Lauraceae","Persea","AF-12248","Persea_AF-12248","per6AF12248",-14.1892,-68.3339
"894","MD00967.mzXML","AF-20932","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"895","MD00968.mzXML","AF-20933","Elaeocarpaceae","Sloanea","rufa","Sloanea_rufa","sloruf",-14.1892,-68.3339
"896","MD00969.mzXML","AF-20934","Lauraceae","Rhodostemonodaphne","longiflora","Rhodostemonodaphne_longiflora","rholon",-14.1892,-68.3339
"897","MD00970.mzXML","AF-20935","Lauraceae","Beilschmiedia","tovarensis","Beilschmiedia_tovarensis","beitov",-14.1892,-68.3339
"898","MD00971.mzXML","AF-20936","Moraceae","Ficus","americana","Ficus_americana","ficame",-14.1892,-68.3339
"899","MD00972.mzXML","AF-20937","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"900","MD00973.mzXML","AF-20938","Monimiaceae","Mollinedia","repanda","Mollinedia_repanda","molrep",-14.1892,-68.3339
"901","MD00974.mzXML","AF-20939",".NoName",".NoName",".NoName",".NoName_.NoName",".NoName",-14.1892,-68.3339
"902","MD00975.mzXML","AF-20940","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"903","MD00976.mzXML","AF-20941","Araliaceae","Dendropanax","inaequalipedunculatus","Dendropanax_inaequalipedunculatus","den2ina",-14.1892,-68.3339
"904","MD00977.mzXML","AF-20942","Annonaceae","Guatteria","punctata","Guatteria_punctata","gua4pun",-14.1892,-68.3339
"905","MD00978.mzXML","AF-20943","Melastomataceae","Miconia","punctata","Miconia_punctata","mic1pun",-14.1892,-68.3339
"906","MD00979.mzXML","AF-20944",NA,NA,NA,"NA_NA",NA,-14.1892,-68.3339
"907","MD00980.mzXML","AF-20945","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"908","MD00981.mzXML","AF-20946","Urticaceae","Cecropia","angustifolia","Cecropia_angustifolia","cecang",-14.1892,-68.3339
"909","MD00982.mzXML","AF-20947","Lauraceae","Nectandra","acutifolia","Nectandra_acutifolia","necacu",-14.1892,-68.3339
"910","MD00983.mzXML","AF-21112","Lauraceae","Beilschmiedia","tovarensis","Beilschmiedia_tovarensis","beitov",-14.1892,-68.3339
"911","MD00984.mzXML","AF-21105","Annonaceae","Guatteria","punctata","Guatteria_punctata","gua4pun",-14.1892,-68.3339
"912","MD00985.mzXML","AF-20977","Myrtaceae","Myrcia","sylvatica","Myrcia_sylvatica","myr2syl",-14.1892,-68.3339
"913","MD00986.mzXML","AF-20978","Monimiaceae","Mollinedia","repanda","Mollinedia_repanda","molrep",-14.1892,-68.3339
"914","MD00987.mzXML","AF-20979","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"915","MD00988.mzXML","AF-20980","Lauraceae","Endlicheria","AF-20980","Endlicheria_AF-20980","endAF20980",-14.1892,-68.3339
"916","MD00989.mzXML","AF-20981","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
"917","MD00990.mzXML","AF-20982","Sapindaceae","Cupania","CMG-2731","Cupania_CMG-2731","cupCMG2731",-14.1892,-68.3339
"918","MD00991.mzXML","AF-20983",NA,NA,NA,"NA_NA",NA,-14.1892,-68.3339
"919","MD00992.mzXML","AF-20984","Euphorbiaceae","Alchornea","latifolia","Alchornea_latifolia","alclat",-14.1892,-68.3339
"920","MD00993.mzXML","AF-20985","Lauraceae","Aniba","muca","Aniba_muca","animuc",-14.1892,-68.3339
"921","MD00994.mzXML","AF-20986","Melastomataceae","Graffenrieda","emarginata","Graffenrieda_emarginata","graema",-14.1892,-68.3339
"922","MD00995.mzXML","AF-20987","Sapindaceae","Cupania","CMG-2731","Cupania_CMG-2731","cupCMG2731",-14.1892,-68.3339
"923","MD00996.mzXML","AF-20988","Phyllanthaceae","Hieronyma","MVH-157","Hieronyma_MVH-157","hieMVH157",-14.1892,-68.3339
"924","MD00997.mzXML","AF-20989","Lauraceae","Endlicheria","canescens","Endlicheria_canescens","endcan",-14.1892,-68.3339
"925","MD00998.mzXML","AF-20990","Lauraceae","Beilschmiedia","tovarensis","Beilschmiedia_tovarensis","beitov",-14.1892,-68.3339
"926","MD00999.mzXML","AF-20991","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"927","MD01000.mzXML","AF-20992","Myrtaceae","Myrcia","paivae","Myrcia_paivae","myr2pai",-14.1892,-68.3339
"928","MD01001.mzXML","AF-20993","Lauraceae","Nectandra","acutifolia","Nectandra_acutifolia","necacu",-14.1892,-68.3339
"929","MD01002.mzXML","AF-20994","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
"930","MD01003.mzXML","AF-20995","Euphorbiaceae","Alchornea","latifolia","Alchornea_latifolia","alclat",-14.1892,-68.3339
"931","MD01004.mzXML","AF-20996","Cunoniaceae","Weinmannia","lechleriana","Weinmannia_lechleriana","weilec",-14.1892,-68.3339
"932","MD01005.mzXML","AF-20997","Melastomataceae","Graffenrieda","emarginata","Graffenrieda_emarginata","graema",-14.1892,-68.3339
"933","MD01006.mzXML","AF-20998","Lauraceae","Ocotea","floribunda","Ocotea_floribunda","ocoflo",-14.1892,-68.3339
"934","MD01007.mzXML","AF-20999","Rubiaceae","Ladenbergia","bullata","Ladenbergia_bullata","ladbul",-14.1892,-68.3339
"935","MD01008.mzXML","AF-21000","Myrtaceae","Myrcia","sintenisii","Myrcia_sintenisii","myr2sin",-14.1892,-68.3339
"936","MD01009.mzXML","AF-21001","Podocarpaceae","Podocarpus","ingensis","Podocarpus_ingensis","poding",-14.1892,-68.3339
"937","MD01010.mzXML","AF-21002","Myrtaceae","Calyptranthes","AM-3415","Calyptranthes_AM-3415","cal7AM3415",-14.1892,-68.3339
"938","MD01011.mzXML","AF-21003","Monimiaceae","Mollinedia","repanda","Mollinedia_repanda","molrep",-14.1892,-68.3339
"939","MD01012.mzXML","AF-21004","Annonaceae","Guatteria","punctata","Guatteria_punctata","gua4pun",-14.1892,-68.3339
"940","MD01013.mzXML","AF-21005","Melastomataceae","Blakea","multiflora","Blakea_multiflora","blamul",-14.1892,-68.3339
"941","MD01014.mzXML","AF-21006","Rubiaceae","Bathysa","australis","Bathysa_australis","bat1aus",-14.1892,-68.3339
"942","MD01015.mzXML","AF-21007","Rosaceae","Prunus","pleiantha","Prunus_pleiantha","pru2ple",-14.1892,-68.3339
"943","MD01016.mzXML","AF-21008","Lauraceae","Endlicheria","canescens","Endlicheria_canescens","endcan",-14.1892,-68.3339
"944","MD01017.mzXML","AF-21009","Lauraceae","Rhodostemonodaphne","longiflora","Rhodostemonodaphne_longiflora","rholon",-14.1892,-68.3339
"945","MD01018.mzXML","AF-21106","Araliaceae","Dendropanax","inaequalipedunculatus","Dendropanax_inaequalipedunculatus","den2ina",-14.1892,-68.3339
"946","MD01019.mzXML","AF-21107B","Melastomataceae","Miconia","elongata","Miconia_elongata","mic1elo",-14.1892,-68.3339
"947","MD01020.mzXML","AF-21108","Melastomataceae","Miconia","elongata","Miconia_elongata","mic1elo",-14.1892,-68.3339
"948","MD01021.mzXML","AF-21109","Clethraceae","Clethra","elongata","Clethra_elongata","cle3elo",-14.1892,-68.3339
"949","MD01022.mzXML","AF-21110","Fabaceae","Inga","fendleriana","Inga_fendleriana","ingfen",-14.1892,-68.3339
"950","MD01023.mzXML","AF-21111","Euphorbiaceae","Alchornea","latifolia","Alchornea_latifolia","alclat",-14.1892,-68.3339
"951","MD01024.mzXML","AF-20896","Araliaceae","Oreopanax","trollii","Oreopanax_trollii","oretro",-14.1892,-68.3339
"952","MD01025.mzXML","AF-20897","Lauraceae","Aiouea","montana","Aiouea_montana","aiomon",-14.1892,-68.3339
"953","MD01026.mzXML","AF-20898","Lauraceae","Ocotea","floribunda","Ocotea_floribunda","ocoflo",-14.1892,-68.3339
"954","MD01027.mzXML","AF-20899","Euphorbiaceae","Croton","rusbyi","Croton_rusbyi","cro2rus",-14.1892,-68.3339
"955","MD01028.mzXML","AF-20900","Primulaceae","Myrsine","pellucida","Myrsine_pellucida","myr8pel",-14.1892,-68.3339
"956","MD01029.mzXML","AF-20901","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"957","MD01030.mzXML","AF-20902","Euphorbiaceae","Alchornea","latifolia","Alchornea_latifolia","alclat",-14.1892,-68.3339
"958","MD01031.mzXML","AF-20903","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"959","MD01032.mzXML","AF-20904","Urticaceae","Cecropia","angustifolia","Cecropia_angustifolia","cecang",-14.1892,-68.3339
"960","MD01033.mzXML","AF-20905","Elaeocarpaceae","Sloanea","rufa","Sloanea_rufa","sloruf",-14.1892,-68.3339
"961","MD01034.mzXML","AF-20906","Melastomataceae","Graffenrieda","emarginata","Graffenrieda_emarginata","graema",-14.1892,-68.3339
"962","MD01035.mzXML","AF-20907","Moraceae","Ficus","americana","Ficus_americana","ficame",-14.1892,-68.3339
"963","MD01036.mzXML","AF-20908","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"964","MD01037.mzXML","AF-20909","Podocarpaceae","Podocarpus","ingensis","Podocarpus_ingensis","poding",-14.1892,-68.3339
"965","MD01038.mzXML","AF-20910","Melastomataceae","Miconia","punctata","Miconia_punctata","mic1pun",-14.1892,-68.3339
"966","MD01039.mzXML","AF-20911","Melastomataceae","Graffenrieda","emarginata","Graffenrieda_emarginata","graema",-14.1892,-68.3339
"967","MD01040.mzXML","AF-20912","Moraceae","Helicostylis","tovarensis","Helicostylis_tovarensis","hel2tov",-14.1892,-68.3339
"968","MD01041.mzXML","AF-20913","Cunoniaceae","Weinmannia","lechleriana","Weinmannia_lechleriana","weilec",-14.1892,-68.3339
"969","MD01042.mzXML","AF-20914","Urticaceae","Cecropia","angustifolia","Cecropia_angustifolia","cecang",-14.1892,-68.3339
"970","MD01043.mzXML","AF-20915","Malpighiaceae","Banisteriopsis","padifolia","Banisteriopsis_padifolia","ban2pad",-14.1892,-68.3339
"971","MD01044.mzXML","AF-20916","Burseraceae","Protium","montanum","Protium_montanum","pro2mon",-14.1892,-68.3339
"972","MD01045.mzXML","AF-20917","Lauraceae","Ocotea","floribunda","Ocotea_floribunda","ocoflo",-14.1892,-68.3339
"973","MD01046.mzXML","AF-20918","Myrtaceae","Myrcia",".NoName","Myrcia_.NoName",".NoName",-14.1892,-68.3339
"974","MD01047.mzXML","AF-20919","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
"975","MD01048.mzXML","AF-20920","Phyllanthaceae","Hieronyma","MVH-157","Hieronyma_MVH-157","hieMVH157",-14.1892,-68.3339
"976","MD01049.mzXML","AF-20921A","Lauraceae","Ocotea","PCL-181","Ocotea_PCL-181","ocoPCL181",-14.1892,-68.3339
"977","MD01050.mzXML","AF-20922A","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"978","MD01051.mzXML","AF-20923A","Sapindaceae","Cupania","CMG-2731","Cupania_CMG-2731","cupCMG2731",-14.1892,-68.3339
"979","MD01052.mzXML","AF-20924B","Rosaceae","Prunus","stipulata","Prunus_stipulata","pru2sti",-14.1892,-68.3339
"980","MD01053.mzXML","AF-20925A","Lauraceae","Rhodostemonodaphne","longiflora","Rhodostemonodaphne_longiflora","rholon",-14.1892,-68.3339
"981","MD01054.mzXML","AF-21055","Rubiaceae","Rudgea","verticillata","Rudgea_verticillata","rudver",-14.1892,-68.3339
"982","MD01055.mzXML","AF-21056","Melastomataceae","Miconia","AF-17614A","Miconia_AF-17614A","mic1AF17614A",-14.1892,-68.3339
"983","MD01056.mzXML","AF-21057","Lauraceae","Ocotea","FZR-18951","Ocotea_FZR-18951","ocoFZR18951",-14.1892,-68.3339
"984","MD01057.mzXML","AF-21058","Melastomataceae","Miconia","CMG-2345","Miconia_CMG-2345","mic1CMG2345",-14.1892,-68.3339
"985","MD01058.mzXML","AF-21059","Rubiaceae","Agouticarpa","curviflora","Agouticarpa_curviflora","ago2cur",-14.1892,-68.3339
"986","MD01059.mzXML","AF-21060","Lauraceae","Ocotea","AF-15396","Ocotea_AF-15396","ocoAF15396",-14.1892,-68.3339
"987","MD01060.mzXML","AF-21061","Lauraceae","Nectandra","acutifolia","Nectandra_acutifolia","necacu",-14.1892,-68.3339
"988","MD01061.mzXML","AF-21062","Cunoniaceae","Weinmannia","lechleriana","Weinmannia_lechleriana","weilec",-14.1892,-68.3339
"989","MD01062.mzXML","AF-21063","Fabaceae","Inga","fendleriana","Inga_fendleriana","ingfen",-14.1892,-68.3339
"990","MD01063.mzXML","AF-21064","Melastomataceae","Miconia","CMG-2345","Miconia_CMG-2345","mic1CMG2345",-14.1892,-68.3339
"991","MD01064.mzXML","AF-21065","Fabaceae","Inga","fendleriana","Inga_fendleriana","ingfen",-14.1892,-68.3339
"992","MD01065.mzXML","AF-21066","Lauraceae","Nectandra","acutifolia","Nectandra_acutifolia","necacu",-14.1892,-68.3339
"993","MD01066.mzXML","AF-21068","Caryocaraceae","Caryocar","dentatum","Caryocar_dentatum","car5den",-14.1892,-68.3339
"994","MD01067.mzXML","AF-21069","Moraceae","Ficus","americana","Ficus_americana","ficame",-14.1892,-68.3339
"995","MD01068.mzXML","AF-21070","Lauraceae","Persea","AF-12248","Persea_AF-12248","per6AF12248",-14.1892,-68.3339
"996","MD01069.mzXML","AF-21071","Clusiaceae","Clusia","elongata","Clusia_elongata","cluelo",-14.1892,-68.3339
"997","MD01070.mzXML","AF-21072","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"998","MD01071.mzXML","AF-21073","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"999","MD01072.mzXML","AF-21074","Burseraceae","Protium","montanum","Protium_montanum","pro2mon",-14.1892,-68.3339
"1000","MD01073.mzXML","AF-21075","Moraceae","Helicostylis","tovarensis","Helicostylis_tovarensis","hel2tov",-14.1892,-68.3339
"1001","MD01074.mzXML","AF-21076","Burseraceae","Protium","montanum","Protium_montanum","pro2mon",-14.1892,-68.3339
"1002","MD01075.mzXML","AF-21077","Fabaceae","Inga","fendleriana","Inga_fendleriana","ingfen",-14.1892,-68.3339
"1003","MD01076.mzXML","AF-21078","Lauraceae","Endlicheria","canescens","Endlicheria_canescens","endcan",-14.1892,-68.3339
"1004","MD01077.mzXML","AF-21079","Monimiaceae","Mollinedia","ovata","Mollinedia_ovata","molova",-14.1892,-68.3339
"1005","MD01078.mzXML","AF-21080","Melastomataceae","Miconia","elongata","Miconia_elongata","mic1elo",-14.1892,-68.3339
"1006","MD01079.mzXML","AF-21082","Lamiaceae","Hyptidendron","arboreum","Hyptidendron_arboreum","hyp2arb",-14.1892,-68.3339
"1007","MD01080.mzXML","AF-21083","Simaroubaceae","Simarouba","amara","Simarouba_amara","sim1ama",-14.1892,-68.3339
"1008","MD01081.mzXML","AF-21084","Melastomataceae","Miconia","AF-17614A","Miconia_AF-17614A","mic1AF17614A",-14.1892,-68.3339
"1009","MD01082.mzXML","AF-21113","Lauraceae","Endlicheria","canescens","Endlicheria_canescens","endcan",-14.1892,-68.3339
"1010","MD01083.mzXML","AF-21085","Solanaceae","Solanum","aphyodendron","Solanum_aphyodendron","solaph",-14.1892,-68.3339
"1011","MD01084.mzXML","AF-21086","Sapotaceae","Pouteria","hispida","Pouteria_hispida","pou3his",-14.1892,-68.3339
"1012","MD01085.mzXML","AF-21087","Rubiaceae","Rudgea","verticillata","Rudgea_verticillata","rudver",-14.1892,-68.3339
"1013","MD01086.mzXML","AF-21088","Lauraceae","Endlicheria","canescens","Endlicheria_canescens","endcan",-14.1892,-68.3339
"1014","MD01087.mzXML","AF-21089","Rubiaceae","Coussarea","boliviensis","Coussarea_boliviensis","cou3bol",-14.1892,-68.3339
"1015","MD01088.mzXML","AF-21090","Melastomataceae","Miconia","CMG-2345","Miconia_CMG-2345","mic1CMG2345",-14.1892,-68.3339
"1016","MD01089.mzXML","AF-21091","Euphorbiaceae","Alchornea","glandulosa","Alchornea_glandulosa","alcgla",-14.1892,-68.3339
"1017","MD01090.mzXML","AF-21092","Euphorbiaceae","Alchornea","glandulosa","Alchornea_glandulosa","alcgla",-14.1892,-68.3339
"1018","MD01091.mzXML","AF-21093","Melastomataceae","Miconia","AF-17614A","Miconia_AF-17614A","mic1AF17614A",-14.1892,-68.3339
"1019","MD01092.mzXML","AF-21094","Lamiaceae","Hyptidendron","arboreum","Hyptidendron_arboreum","hyp2arb",-14.1892,-68.3339
"1020","MD01093.mzXML","AF-21095","Burseraceae","Protium","montanum","Protium_montanum","pro2mon",-14.1892,-68.3339
"1021","MD01094.mzXML","AF-21096","Melastomataceae","Miconia","elongata","Miconia_elongata","mic1elo",-14.1892,-68.3339
"1022","MD01095.mzXML","AF-21097","Actinidiaceae","Saurauia","spectabilis","Saurauia_spectabilis","sauspe",-14.1892,-68.3339
"1023","MD01096.mzXML","AF-21098","Lauraceae","Nectandra","acutifolia","Nectandra_acutifolia","necacu",-14.1892,-68.3339
"1024","MD01097.mzXML","AF-21099","Myrtaceae","Myrcia","sylvatica","Myrcia_sylvatica","myr2syl",-14.1892,-68.3339
"1025","MD01098.mzXML","AF-21100","Myrtaceae","Myrcia","paivae","Myrcia_paivae","myr2pai",-14.1892,-68.3339
"1026","MD01099.mzXML","AF-21101","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"1027","MD01100.mzXML","AF-21102","Lauraceae","Rhodostemonodaphne","longiflora","Rhodostemonodaphne_longiflora","rholon",-14.1892,-68.3339
"1028","MD01101.mzXML","AF-21103","Monimiaceae","Mollinedia","ovata","Mollinedia_ovata","molova",-14.1892,-68.3339
"1029","MD01102.mzXML","AF-21104","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"1030","MD01103.mzXML","AF-20948","Moraceae","Helicostylis","tovarensis","Helicostylis_tovarensis","hel2tov",-14.1892,-68.3339
"1031","MD01104.mzXML","AF-20949","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"1032","MD01105.mzXML","AF-20950","Sapotaceae","Pouteria",".NoName","Pouteria_.NoName",".NoName",-14.1892,-68.3339
"1033","MD01106.mzXML","AF-20951","Moraceae","Ficus","banosensis","Ficus_banosensis","ficban",-14.1892,-68.3339
"1034","MD01107.mzXML","AF-20952","Lauraceae","Ocotea","floribunda","Ocotea_floribunda","ocoflo",-14.1892,-68.3339
"1035","MD01108.mzXML","AF-20953","Lauraceae","Ocotea","FZR-18951","Ocotea_FZR-18951","ocoFZR18951",-14.1892,-68.3339
"1036","MD01109.mzXML","AF-20954","Moraceae","Helicostylis","tovarensis","Helicostylis_tovarensis","hel2tov",-14.1892,-68.3339
"1037","MD01110.mzXML","AF-20955","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"1038","MD01111.mzXML","AF-20956","Meliaceae","Ruagea","glabra","Ruagea_glabra","ruagla",-14.1892,-68.3339
"1039","MD01112.mzXML","AF-20957","Moraceae","Ficus","americana","Ficus_americana","ficame",-14.1892,-68.3339
"1040","MD01113.mzXML","AF-20958","Myrtaceae","Myrcia","paivae","Myrcia_paivae","myr2pai",-14.1892,-68.3339
"1041","MD01114.mzXML","AF-20959","Monimiaceae","Mollinedia","ovata","Mollinedia_ovata","molova",-14.1892,-68.3339
"1042","MD01115.mzXML","AF-20960","Anacardiaceae","Tapirira","guianensis","Tapirira_guianensis","tap1gui",-14.1892,-68.3339
"1043","MD01116.mzXML","AF-20961","Myrtaceae","Myrcia",".NoName","Myrcia_.NoName",".NoName",-14.1892,-68.3339
"1044","MD01117.mzXML","AF-20962","Primulaceae","Myrsine",".NoName","Myrsine_.NoName",".NoName",-14.1892,-68.3339
"1045","MD01118.mzXML","AF-20964","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"1046","MD01119.mzXML","AF-20965","Burseraceae","Protium","montanum","Protium_montanum","pro2mon",-14.1892,-68.3339
"1047","MD01120.mzXML","AF-20966","Clethraceae","Clethra","elongata","Clethra_elongata","cle3elo",-14.1892,-68.3339
"1048","MD01121.mzXML","AF-20967","Moraceae","Ficus","banosensis","Ficus_banosensis","ficban",-14.1892,-68.3339
"1049","MD01122.mzXML","AF-20968","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"1050","MD01123.mzXML","AF-20969","Lauraceae","Endlicheria","canescens","Endlicheria_canescens","endcan",-14.1892,-68.3339
"1051","MD01124.mzXML","AF-20972","Lauraceae","Beilschmiedia","tovarensis","Beilschmiedia_tovarensis","beitov",-14.1892,-68.3339
"1052","MD01125.mzXML","AF-20973","Caryocaraceae","Caryocar","dentatum","Caryocar_dentatum","car5den",-14.1892,-68.3339
"1053","MD01126.mzXML","AF-20974A","Lauraceae","Aiouea","AF-9030","Aiouea_AF-9030","aioAF9030",-14.1892,-68.3339
"1054","MD01127.mzXML","AF-20974B","Primulaceae","Myrsine","DAR-264","Myrsine_DAR-264","myr8DAR264",-14.1892,-68.3339
"1055","MD01128.mzXML","AF-20975","Sapotaceae","Pouteria",".NoName","Pouteria_.NoName",".NoName",-14.1892,-68.3339
"1056","MD01129.mzXML","AF-21010","Lauraceae","Ocotea","FZR-18951","Ocotea_FZR-18951","ocoFZR18951",-14.1892,-68.3339
"1057","MD01130.mzXML","AF-20976","Moraceae","Ficus","americana","Ficus_americana","ficame",-14.1892,-68.3339
"1058","MD01131.mzXML","AF-21011","Rubiaceae","Ladenbergia","oblongifolia","Ladenbergia_oblongifolia","ladobl",-14.1892,-68.3339
"1059","MD01132.mzXML","AF-21012","Lauraceae","Ocotea","floribunda","Ocotea_floribunda","ocoflo",-14.1892,-68.3339
"1060","MD01133.mzXML","AF-21013","Lauraceae","Beilschmiedia","tovarensis","Beilschmiedia_tovarensis","beitov",-14.1892,-68.3339
"1061","MD01134.mzXML","AF-21014","Annonaceae","Guatteria","punctata","Guatteria_punctata","gua4pun",-14.1892,-68.3339
"1062","MD01135.mzXML","AF-21015","Melastomataceae","Miconia","punctata","Miconia_punctata","mic1pun",-14.1892,-68.3339
"1063","MD01136.mzXML","AF-21016","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
