"","filename","ATTRIBUTE_CollectionNumber","ATTRIBUTE_Family","ATTRIBUTE_Genus","ATTRIBUTE_Species","ATTRIBUTE_Genus_species","ATTRIBUTE_SpeciesCode","ATTRIBUTE_Latitude","ATTRIBUTE_Longitude"
"687","MD00760.mzXML","AF-19811","Primulaceae","Myrsine","coriacea","Myrsine_coriacea","myr8cor",-14.1892,-68.3339
"688","MD00761.mzXML","AF-19831","Melastomataceae","Miconia","AF-7149","Miconia_AF-7149","mic1AF7149",-14.1892,-68.3339
"689","MD00762.mzXML","AF-19737","Melastomataceae","Miconia","AM-3726","Miconia_AM-3726","mic1AM3726",-14.1892,-68.3339
"690","MD00763.mzXML","AF-19778","Chloranthaceae","Hedyosmum","lechleri","Hedyosmum_lechleri","hedlec",-14.1892,-68.3339
"691","MD00764.mzXML","AF-19814","Melastomataceae","Miconia","incachacana","Miconia_incachacana","mic1inc",-14.1892,-68.3339
"692","MD00765.mzXML","AF-19741","Annonaceae","Annona","RSS-85","Annona_RSS-85","annRSS85",-14.1892,-68.3339
"693","MD00766.mzXML","AF-19812","Melastomataceae","Miconia","AM-3726","Miconia_AM-3726","mic1AM3726",-14.1892,-68.3339
"694","MD00767.mzXML","AF-19785","Melastomataceae","Miconia","AM-3656","Miconia_AM-3656","mic1AM3656",-14.1892,-68.3339
"695","MD00768.mzXML","AF-19781","Melastomataceae","Miconia","AM-3656","Miconia_AM-3656","mic1AM3656",-14.1892,-68.3339
"696","MD00769.mzXML","AF-19826","Melastomataceae","Miconia","AF-17614A","Miconia_AF-17614A","mic1AF17614A",-14.1892,-68.3339
"697","MD00770.mzXML","AF-19995","Sabiaceae","Meliosma","petalodentata","Meliosma_petalodentata","melpet",-14.1892,-68.3339
"698","MD00771.mzXML","AF-19998","Primulaceae","Myrsine","pellucida","Myrsine_pellucida","myr8pel",-14.1892,-68.3339
"699","MD00772.mzXML","AF-19746","Phyllanthaceae","Hieronyma","fendleri","Hieronyma_fendleri","hiefen",-14.1892,-68.3339
"700","MD00773.mzXML","AF-19822","Clusiaceae","Clusia","trochiformis","Clusia_trochiformis","clutro",-14.1892,-68.3339
"701","MD00774.mzXML","AF-19793","Rubiaceae","Faramea","bangii","Faramea_bangii","farban",-14.1892,-68.3339
"702","MD00775.mzXML","AF-19779","Meliaceae","Ruagea","ovalis","Ruagea_ovalis","ruaova",-14.1892,-68.3339
"703","MD00776.mzXML","AF-19782","Rosaceae","Prunus","stipulata","Prunus_stipulata","pru2sti",-14.1892,-68.3339
"704","MD00777.mzXML","AF-19777","Rosaceae","Prunus","stipulata","Prunus_stipulata","pru2sti",-14.1892,-68.3339
"705","MD00778.mzXML","AF-19820","Euphorbiaceae","Alchornea","brittonii","Alchornea_brittonii","alcbri",-14.1892,-68.3339
"706","MD00779.mzXML","AF-19802","Pentaphylacaceae","Freziera","dudleyi","Freziera_dudleyi","fredud",-14.1892,-68.3339
"707","MD00780.mzXML","AF-19768","Primulaceae","Geissanthus","ambigua","Geissanthus_ambigua","geiamb",-14.1892,-68.3339
"708","MD00781.mzXML","AF-19750","Lauraceae","Ocotea","comata","Ocotea_comata","ococom",-14.1892,-68.3339
"709","MD00782.mzXML","AF-19762","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
"710","MD00783.mzXML","AF-19833","Rosaceae","Prunus","AF-8816A","Prunus_AF-8816A","pru2AF8816A",-14.1892,-68.3339
"711","MD00784.mzXML","AF-19780","Euphorbiaceae","Alchornea","brittonii","Alchornea_brittonii","alcbri",-14.1892,-68.3339
"712","MD00785.mzXML","AF-19774","Primulaceae","Myrsine","coriacea","Myrsine_coriacea","myr8cor",-14.1892,-68.3339
"713","MD00786.mzXML","AF-19805","Primulaceae","Myrsine","pellucida","Myrsine_pellucida","myr8pel",-14.1892,-68.3339
"714","MD00787.mzXML","AF-19753","Primulaceae","Geissanthus","ambigua","Geissanthus_ambigua","geiamb",-14.1892,-68.3339
"715","MD00788.mzXML","AF-19807","Clusiaceae","Clusia","AF-14913","Clusia_AF-14913","cluAF14913",-14.1892,-68.3339
"716","MD00789.mzXML","AF-19861","Lauraceae","Nectandra","AF-7278","Nectandra_AF-7278","necAF7278",-14.1892,-68.3339
"717","MD00790.mzXML","AF-19835","Lauraceae","Ocotea","albida","Ocotea_albida","ocoalb1",-14.1892,-68.3339
"718","MD00791.mzXML","AF-19801","Clethraceae","Clethra","peruviana","Clethra_peruviana","cle3per",-14.1892,-68.3339
"719","MD00792.mzXML","AF-19716","Primulaceae","Geissanthus","ambigua","Geissanthus_ambigua","geiamb",-14.1892,-68.3339
"720","MD00793.mzXML","AF-19757","Clusiaceae","Clusia","AF-14913","Clusia_AF-14913","cluAF14913",-14.1892,-68.3339
"721","MD00794.mzXML","AF-19819","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
"722","MD00795.mzXML","AF-19754","Sabiaceae","Meliosma","petalodentata","Meliosma_petalodentata","melpet",-14.1892,-68.3339
"723","MD00796.mzXML","AF-19761","Clusiaceae","Clusia","AF-14913","Clusia_AF-14913","cluAF14913",-14.1892,-68.3339
"724","MD00797.mzXML","AF-19771","Lauraceae","Persea","areolatocostae","Persea_areolatocostae","per6are",-14.1892,-68.3339
"725","MD00798.mzXML","AF-19845","Phyllanthaceae","Hieronyma","fendleri","Hieronyma_fendleri","hiefen",-14.1892,-68.3339
"726","MD00799.mzXML","AF-19759","Aquifoliaceae","Ilex","AM-3498","Ilex_AM-3498","ileAM3498",-14.1892,-68.3339
"727","MD00800.mzXML","AF-19804","Phyllanthaceae","Hieronyma","fendleri","Hieronyma_fendleri","hiefen",-14.1892,-68.3339
"728","MD00801.mzXML","AF-19799","Phyllanthaceae","Hieronyma","fendleri","Hieronyma_fendleri","hiefen",-14.1892,-68.3339
"729","MD00802.mzXML","AF-19818","Chloranthaceae","Hedyosmum","lechleri","Hedyosmum_lechleri","hedlec",-14.1892,-68.3339
"730","MD00803.mzXML","AF-19844","Clusiaceae","Clusia","lechleri","Clusia_lechleri","clulec",-14.1892,-68.3339
"731","MD00804.mzXML","AF-19760","Euphorbiaceae","Alchornea","grandiflora","Alchornea_grandiflora","alcgra",-14.1892,-68.3339
"732","MD00805.mzXML","AF-19794","Podocarpaceae","Podocarpus","oleifolius","Podocarpus_oleifolius","podole",-14.1892,-68.3339
"733","MD00806.mzXML","AF-19834","Pentaphylacaceae","Freziera","dudleyi","Freziera_dudleyi","fredud",-14.1892,-68.3339
"734","MD00807.mzXML","AF-19823","Pentaphylacaceae","Freziera","dudleyi","Freziera_dudleyi","fredud",-14.1892,-68.3339
"735","MD00808.mzXML","AF-19733","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"736","MD00809.mzXML","AF-19798","Clethraceae","Clethra","peruviana","Clethra_peruviana","cle3per",-14.1892,-68.3339
"737","MD00810.mzXML","AF-19803","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"738","MD00811.mzXML","AF-19744","Pentaphylacaceae","Freziera","dudleyi","Freziera_dudleyi","fredud",-14.1892,-68.3339
"739","MD00812.mzXML","AF-19788","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"740","MD00813.mzXML","AF-19748","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"741","MD00814.mzXML","AF-19843","Pentaphylacaceae","Freziera","dudleyi","Freziera_dudleyi","fredud",-14.1892,-68.3339
"742","MD00815.mzXML","AF-19836","Myrtaceae","Myrcia","sintenisii","Myrcia_sintenisii","myr2sin",-14.1892,-68.3339
"743","MD00816.mzXML","AF-19841","Fabaceae","Inga","AM-3592A","Inga_AM-3592A","ingAM3592A",-14.1892,-68.3339
"744","MD00817.mzXML","AF-19776","Monimiaceae","Mollinedia","repanda","Mollinedia_repanda","molrep",-14.1892,-68.3339
"745","MD00818.mzXML","AF-19809","Phyllanthaceae","Hieronyma","fendleri","Hieronyma_fendleri","hiefen",-14.1892,-68.3339
"746","MD00819.mzXML","AF-19749","Fabaceae","Inga","AM-3592A","Inga_AM-3592A","ingAM3592A",-14.1892,-68.3339
"747","MD00820.mzXML","AF-19824","Melastomataceae","Miconia","AM-3656","Miconia_AM-3656","mic1AM3656",-14.1892,-68.3339
"748","MD00821.mzXML","AF-19752","Melastomataceae","Miconia","AM-3726","Miconia_AM-3726","mic1AM3726",-14.1892,-68.3339
"749","MD00822.mzXML","AF-19758","Fabaceae","Inga","AM-3592A","Inga_AM-3592A","ingAM3592A",-14.1892,-68.3339
"750","MD00823.mzXML","AF-18550","Nyctaginaceae","Neea","hermaphrodita","Neea_hermaphrodita","neeher",-14.1892,-68.3339
"751","MD00824.mzXML","AF-18551","Fabaceae","Anadenanthera","colubrina","Anadenanthera_colubrina","anacol",-14.1892,-68.3339
"752","MD00825.mzXML","AF-18561","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon_rhamnoides","phy3rha",-14.1892,-68.3339
"753","MD00826.mzXML","AF-18538","Nyctaginaceae","Guapira","opposita","Guapira_opposita","gua2opp",-14.1892,-68.3339
"754","MD00827.mzXML","AF-18564","Malvaceae","Ceiba","boliviana","Ceiba_boliviana","ceibol",-14.1892,-68.3339
"755","MD00828.mzXML","AF-18540","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma_cylindrocarpon","asp1cyl",-14.1892,-68.3339
"756","MD00829.mzXML","AF-18539","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon_rhamnoides","phy3rha",-14.1892,-68.3339
"757","MD00830.mzXML","AF-18641","Anacardiaceae","Schinopsis","brasiliensis","Schinopsis_brasiliensis","sch3bra",-14.1892,-68.3339
"758","MD00831.mzXML","AF-18589","Rutaceae","Zanthoxylum","fagara","Zanthoxylum_fagara","zanfag",-14.1892,-68.3339
"759","MD00832.mzXML","AF-18640","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus_praecox","achpra",-14.1892,-68.3339
"760","MD00833.mzXML","AF-18642","Erythroxylaceae","Erythroxylum","subrotundum","Erythroxylum_subrotundum","ery3sub",-14.1892,-68.3339
"761","MD00834.mzXML","AF-18557","Apocynaceae","Aspidosperma","cylindrocarpon","Aspidosperma_cylindrocarpon","asp1cyl",-14.1892,-68.3339
"762","MD00835.mzXML","AF-18526","Malvaceae","Ceiba","speciosa","Ceiba_speciosa","ceispe",-14.1892,-68.3339
"763","MD00836.mzXML","AF-18583","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia_laxiflora","ruplax",-14.1892,-68.3339
"764","MD00837.mzXML","AF-18525","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus_impetiginosus","hanimp",-14.1892,-68.3339
"765","MD00838.mzXML","AF-18615","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus_praecox","achpra",-14.1892,-68.3339
"766","MD00839.mzXML","AF-18542","Bignoniaceae","Handroanthus","chrysanthus","Handroanthus_chrysanthus","hanchr",-14.1892,-68.3339
"767","MD00840.mzXML","AF-18563","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon_obtusifolium","sidobt",-14.1892,-68.3339
"768","MD00841.mzXML","AF-18607","Nyctaginaceae","Bougainvillea","stipitata","Bougainvillea_stipitata","bousti",-14.1892,-68.3339
"769","MD00842.mzXML","AF-18614","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus_praecox","achpra",-14.1892,-68.3339
"770","MD00843.mzXML","AF-18541","Bignoniaceae","Handroanthus","chrysanthus","Handroanthus_chrysanthus","hanchr",-14.1892,-68.3339
"771","MD00844.mzXML","AF-18605","Meliaceae","Cedrela","fissilis","Cedrela_fissilis","cedfis",-14.1892,-68.3339
"772","MD00845.mzXML","AF-18596","Bignoniaceae","Handroanthus","chrysanthus","Handroanthus_chrysanthus","hanchr",-14.1892,-68.3339
"773","MD00846.mzXML","AF-18600","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus_praecox","achpra",-14.1892,-68.3339
"774","MD00847.mzXML","AF-18508","Polygonaceae","Ruprechtia","apetala","Ruprechtia_apetala","rupape",-14.1892,-68.3339
"775","MD00848.mzXML","AF-18565","Nyctaginaceae","Pisonia","zapallo","Pisonia_zapallo","piszap",-14.1892,-68.3339
"776","MD00849.mzXML","AF-18598","Annonaceae","Oxandra","espintana","Oxandra_espintana","oxaesp",-14.1892,-68.3339
"777","MD00850.mzXML","AF-18617","Nyctaginaceae","Neea","hermaphrodita","Neea_hermaphrodita","neeher",-14.1892,-68.3339
"778","MD00851.mzXML","AF-18524","Malvaceae","Ceiba","speciosa","Ceiba_speciosa","ceispe",-14.1892,-68.3339
"779","MD00852.mzXML","AF-18616","Ximeniaceae","Ximenia","americana","Ximenia_americana","ximame",-14.1892,-68.3339
"780","MD00853.mzXML","AF-18617","Nyctaginaceae","Neea","hermaphrodita","Neea_hermaphrodita","neeher",-14.1892,-68.3339
"781","MD00854.mzXML","AF-18643","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus_praecox","achpra",-14.1892,-68.3339
"782","MD00855.mzXML","AF-18621","Sapotaceae","Chrysophyllum","LC-1660","Chrysophyllum_LC-1660","chr2LC1660",-14.1892,-68.3339
"783","MD00856.mzXML","AF-18620","Calophyllaceae","Kielmeyera","paniculata","Kielmeyera_paniculata","kiepan",-14.1892,-68.3339
"784","MD00857.mzXML","AF-18555","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon_urundeuva","myr1uru",-14.1892,-68.3339
"785","MD00858.mzXML","AF-18556","Malvaceae","Pseudobombax","septenatum","Pseudobombax_septenatum","pse1sep",-14.1892,-68.3339
"786","MD00859.mzXML","AF-18584","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania_brasiliensis","sebbra",-14.1892,-68.3339
"787","MD00860.mzXML","AF-18543","Nyctaginaceae","Guapira","opposita","Guapira_opposita","gua2opp",-14.1892,-68.3339
"788","MD00861.mzXML","AF-18610","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon_rhamnoides","phy3rha",-14.1892,-68.3339
"789","MD00862.mzXML","AF-18633","Rutaceae","Zanthoxylum","fagara","Zanthoxylum_fagara","zanfag",-14.1892,-68.3339
"790","MD00863.mzXML","AF-18587","Salicaceae","Banara","tomentosa","Banara_tomentosa","ban1tom",-14.1892,-68.3339
"791","MD00864.mzXML","AF-18588","Malvaceae","Pseudobombax","septenatum","Pseudobombax_septenatum","pse1sep",-14.1892,-68.3339
"792","MD00865.mzXML","AF-18586","Fabaceae","Machaerium","nyctitans","Machaerium_nyctitans","mac1nyc",-14.1892,-68.3339
"793","MD00866.mzXML","AF-18612","Anacardiaceae","Schinopsis","brasiliensis","Schinopsis_brasiliensis","sch3bra",-14.1892,-68.3339
"794","MD00867.mzXML","AF-18509","Malvaceae","Ceiba","speciosa","Ceiba_speciosa","ceispe",-14.1892,-68.3339
"795","MD00868.mzXML","AF-18634","Capparaceae","Capparidastrum","coimbranum","Capparidastrum_coimbranum","capcoi",-14.1892,-68.3339
"796","MD00869.mzXML","AF-18585","Capparaceae","Cynophalla","polyantha","Cynophalla_polyantha","cynpol",-14.1892,-68.3339
"797","MD00870.mzXML","AF-18510","Araliaceae","Aralia","soratensis","Aralia_soratensis","arasor",-14.1892,-68.3339
"798","MD00871.mzXML","AF-18613","Nyctaginaceae","Neea","hermaphrodita","Neea_hermaphrodita","neeher",-14.1892,-68.3339
"799","MD00872.mzXML","AF-18631","Fabaceae","Enterolobium","contortisiliquum","Enterolobium_contortisiliquum","entcon",-14.1892,-68.3339
"800","MD00873.mzXML","AF-18632","Myrtaceae","Eugenia","moraviana","Eugenia_moraviana","eugmor",-14.1892,-68.3339
"801","MD00874.mzXML","AF-18630","Fabaceae","Lonchocarpus","MJM-7613","Lonchocarpus_MJM-7613","lonMJM7613",-14.1892,-68.3339
"802","MD00875.mzXML","AF-18629","Fabaceae","Lonchocarpus","MJM-7613","Lonchocarpus_MJM-7613","lonMJM7613",-14.1892,-68.3339
"803","MD00876.mzXML","AF-18523","Annonaceae","Oxandra","espintana","Oxandra_espintana","oxaesp",-14.1892,-68.3339
"804","MD00877.mzXML","AF-18611","Cordiaceae","Cordia","alliodora","Cordia_alliodora","cor1all",-14.1892,-68.3339
"805","MD00878.mzXML","AF-18639","Meliaceae","Cedrela","fissilis","Cedrela_fissilis","cedfis",-14.1892,-68.3339
"806","MD00879.mzXML","AF-18608","Capparaceae","Cynophalla","polyantha","Cynophalla_polyantha","cynpol",-14.1892,-68.3339
"807","MD00880.mzXML","AF-18512","Fabaceae","Piptadenia","buchtienii","Piptadenia_buchtienii","pip2buc",-14.1892,-68.3339
"808","MD00881.mzXML","AF-18527","Meliaceae","Trichilia","catigua","Trichilia_catigua","tri1cat",-14.1892,-68.3339
"809","MD00882.mzXML","AF-18637","Meliaceae","Trichilia","catigua","Trichilia_catigua","tri1cat",-14.1892,-68.3339
"810","MD00883.mzXML","AF-18638","Malvaceae","Ceiba","samauma","Ceiba_samauma","ceisam",-14.1892,-68.3339
"811","MD00884.mzXML","AF-18622","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon_obtusifolium","sidobt",-14.1892,-68.3339
"812","MD00885.mzXML","AF-18552","Fabaceae","Sweetia","fruticosa","Sweetia_fruticosa","swefru",-14.1892,-68.3339
"813","MD00886.mzXML","AF-18609","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon_urundeuva","myr1uru",-14.1892,-68.3339
"814","MD00887.mzXML","AF-18590","Combretaceae","Terminalia","triflora","Terminalia_triflora","ter1tri",-14.1892,-68.3339
"815","MD00888.mzXML","AF-18591","Fabaceae","Machaerium","nyctitans","Machaerium_nyctitans","mac1nyc",-14.1892,-68.3339
"816","MD00889.mzXML","AF-18592","Fabaceae","Lonchocarpus","MJM-7613","Lonchocarpus_MJM-7613","lonMJM7613",-14.1892,-68.3339
"817","MD00890.mzXML","AF-18601","Fabaceae","Anadenanthera","colubrina","Anadenanthera_colubrina","anacol",-14.1892,-68.3339
"818","MD00891.mzXML","AF-18623","Myrtaceae","Campomanesia","SPS-107","Campomanesia_SPS-107","camSPS107",-14.1892,-68.3339
"819","MD00892.mzXML","AF-18546","Malvaceae","Pseudobombax","septenatum","Pseudobombax_septenatum","pse1sep",-14.1892,-68.3339
"820","MD00893.mzXML","AF-18545","Annonaceae","Annona","emarginata","Annona_emarginata","annema",-14.1892,-68.3339
"821","MD00894.mzXML","AF-18502","Fabaceae","Anadenanthera","colubrina","Anadenanthera_colubrina","anacol",-14.1892,-68.3339
"822","MD00895.mzXML","AF-18568","Fabaceae","Machaerium","nyctitans","Machaerium_nyctitans","mac1nyc",-14.1892,-68.3339
"823","MD00896.mzXML","AF-18602","Capparaceae","Cynophalla","polyantha","Cynophalla_polyantha","cynpol",-14.1892,-68.3339
"824","MD00897.mzXML","AF-18511","Fabaceae","Anadenanthera","colubrina","Anadenanthera_colubrina","anacol",-14.1892,-68.3339
"825","MD00898.mzXML","AF-18513","Araliaceae","Aralia","soratensis","Aralia_soratensis","arasor",-14.1892,-68.3339
"826","MD00899.mzXML","AF-18505","Polygonaceae","Ruprechtia","apetala","Ruprechtia_apetala","rupape",-14.1892,-68.3339
"827","MD00900.mzXML","AF-18567","Bignoniaceae","Handroanthus","chrysanthus","Handroanthus_chrysanthus","hanchr",-14.1892,-68.3339
"828","MD00901.mzXML","AF-18566","Celastraceae","Monteverdia","floribunda","Monteverdia_floribunda","mon2flo",-14.1892,-68.3339
"829","MD00902.mzXML","AF-18533","Fabaceae","Machaerium","nyctitans","Machaerium_nyctitans","mac1nyc",-14.1892,-68.3339
"830","MD00903.mzXML","AF-18532","Annonaceae","Oxandra","espintana","Oxandra_espintana","oxaesp",-14.1892,-68.3339
"831","MD00904.mzXML","AF-18535","Malvaceae","Ceiba","samauma","Ceiba_samauma","ceisam",-14.1892,-68.3339
"832","MD00905.mzXML","AF-18534","Meliaceae","Trichilia","catigua","Trichilia_catigua","tri1cat",-14.1892,-68.3339
"833","MD00906.mzXML","AF-18503","Nyctaginaceae","Bougainvillea","modesta","Bougainvillea_modesta","boumod",-14.1892,-68.3339
"834","MD00907.mzXML","AF-18595","Erythroxylaceae","Erythroxylum","subrotundum","Erythroxylum_subrotundum","ery3sub",-14.1892,-68.3339
"835","MD00908.mzXML","AF-18504","Capparaceae","Capparidastrum","coimbranum","Capparidastrum_coimbranum","capcoi",-14.1892,-68.3339
"836","MD00909.mzXML","AF-18515","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon_obtusifolium","sidobt",-14.1892,-68.3339
"837","MD00910.mzXML","AF-18571","Calophyllaceae","Kielmeyera","paniculata","Kielmeyera_paniculata","kiepan",-14.1892,-68.3339
"838","MD00911.mzXML","AF-18517","Fabaceae","Lonchocarpus","MJM-7613","Lonchocarpus_MJM-7613","lonMJM7613",-14.1892,-68.3339
"839","MD00912.mzXML","AF-18604","Rutaceae","Zanthoxylum","fagara","Zanthoxylum_fagara","zanfag",-14.1892,-68.3339
"840","MD00913.mzXML","AF-18603","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus_praecox","achpra",-14.1892,-68.3339
"841","MD00914.mzXML","AF-18514","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon_urundeuva","myr1uru",-14.1892,-68.3339
"842","MD00915.mzXML","AF-18531","Capparaceae","Cynophalla","polyantha","Cynophalla_polyantha","cynpol",-14.1892,-68.3339
"843","MD00916.mzXML","AF-18530","Fabaceae","Machaerium","nyctitans","Machaerium_nyctitans","mac1nyc",-14.1892,-68.3339
"844","MD00917.mzXML","AF-18516","Polygonaceae","Ruprechtia","apetala","Ruprechtia_apetala","rupape",-14.1892,-68.3339
"845","MD00918.mzXML","AF-18628","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus_praecox","achpra",-14.1892,-68.3339
"846","MD00919.mzXML","AF-18507","Polygonaceae","Ruprechtia","apetala","Ruprechtia_apetala","rupape",-14.1892,-68.3339
"847","MD00920.mzXML","AF-18626","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon_urundeuva","myr1uru",-14.1892,-68.3339
"848","MD00921.mzXML","AF-18606","Nyctaginaceae","Bougainvillea","stipitata","Bougainvillea_stipitata","bousti",-14.1892,-68.3339
"849","MD00922.mzXML","AF-18624","Rutaceae","Zanthoxylum","fagara","Zanthoxylum_fagara","zanfag",-14.1892,-68.3339
"850","MD00923.mzXML","AF-18520","Annonaceae","Oxandra","espintana","Oxandra_espintana","oxaesp",-14.1892,-68.3339
"851","MD00924.mzXML","AF-18636","Urticaceae","Urera","baccifera","Urera_baccifera","urebac",-14.1892,-68.3339
"852","MD00925.mzXML","AF-18519","Fabaceae","Lonchocarpus","MJM-7613","Lonchocarpus_MJM-7613","lonMJM7613",-14.1892,-68.3339
"853","MD00926.mzXML","AF-18569","Meliaceae","Trichilia","catigua","Trichilia_catigua","tri1cat",-14.1892,-68.3339
"854","MD00927.mzXML","AF-18544","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon_obtusifolium","sidobt",-14.1892,-68.3339
"855","MD00928.mzXML","AF-18570","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon_rhamnoides","phy3rha",-14.1892,-68.3339
"856","MD00929.mzXML","AF-18528","Fabaceae","Enterolobium","contortisiliquum","Enterolobium_contortisiliquum","entcon",-14.1892,-68.3339
"857","MD00930.mzXML","AF-18635","Capparaceae","Capparidastrum","coimbranum","Capparidastrum_coimbranum","capcoi",-14.1892,-68.3339
"858","MD00931.mzXML","AF-18549","Fabaceae","Sweetia","fruticosa","Sweetia_fruticosa","swefru",-14.1892,-68.3339
"859","MD00932.mzXML","AF-18548","Calophyllaceae","Kielmeyera","paniculata","Kielmeyera_paniculata","kiepan",-14.1892,-68.3339
"860","MD00933.mzXML","AF-18547","Fabaceae","Lonchocarpus","MJM-7613","Lonchocarpus_MJM-7613","lonMJM7613",-14.1892,-68.3339
"861","MD00934.mzXML","AF-18619","Combretaceae","Terminalia","triflora","Terminalia_triflora","ter1tri",-14.1892,-68.3339
"862","MD00935.mzXML","AF-18506","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon_obtusifolium","sidobt",-14.1892,-68.3339
"863","MD00936.mzXML","AF-18529","Annonaceae","Oxandra","espintana","Oxandra_espintana","oxaesp",-14.1892,-68.3339
"864","MD00937.mzXML","AF-18618","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania_brasiliensis","sebbra",-14.1892,-68.3339
"865","MD00938.mzXML","AF-18599","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus_praecox","achpra",-14.1892,-68.3339
"866","MD00939.mzXML","AF-18518","Malvaceae","Ceiba","speciosa","Ceiba_speciosa","ceispe",-14.1892,-68.3339
"867","MD00940.mzXML","AF-18521","Capparaceae","Capparidastrum","coimbranum","Capparidastrum_coimbranum","capcoi",-14.1892,-68.3339
"868","MD00941.mzXML","AF-18594","Fabaceae","Machaerium","nyctitans","Machaerium_nyctitans","mac1nyc",-14.1892,-68.3339
"869","MD00942.mzXML","AF-18536","Erythroxylaceae","Erythroxylum","subrotundum","Erythroxylum_subrotundum","ery3sub",-14.1892,-68.3339
"870","MD00943.mzXML","AF-18572","Meliaceae","Trichilia","catigua","Trichilia_catigua","tri1cat",-14.1892,-68.3339
"871","MD00944.mzXML","AF-18573","Nyctaginaceae","Guapira","opposita","Guapira_opposita","gua2opp",-14.1892,-68.3339
"872","MD00945.mzXML","AF-18574","Nyctaginaceae","Guapira","opposita","Guapira_opposita","gua2opp",-14.1892,-68.3339
"873","MD00946.mzXML","AF-18575","Combretaceae","Terminalia","triflora","Terminalia_triflora","ter1tri",-14.1892,-68.3339
"874","MD00947.mzXML","AF-18576","Euphorbiaceae","Sebastiania","brasiliensis","Sebastiania_brasiliensis","sebbra",-14.1892,-68.3339
"875","MD00948.mzXML","AF-18577","Celastraceae","Monteverdia","floribunda","Monteverdia_floribunda","mon2flo",-14.1892,-68.3339
"876","MD00949.mzXML","AF-18578","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon_rhamnoides","phy3rha",-14.1892,-68.3339
"877","MD00950.mzXML","AF-18579","Ximeniaceae","Ximenia","americana","Ximenia_americana","ximame",-14.1892,-68.3339
"878","MD00951.mzXML","AF-18580","Malvaceae","Pseudobombax","septenatum","Pseudobombax_septenatum","pse1sep",-14.1892,-68.3339
"879","MD00952.mzXML","AF-18581","Calophyllaceae","Kielmeyera","paniculata","Kielmeyera_paniculata","kiepan",-14.1892,-68.3339
"880","MD00953.mzXML","AF-18582","Malvaceae","Ceiba","speciosa","Ceiba_speciosa","ceispe",-14.1892,-68.3339
"881","MD00954.mzXML","AF-18558","Bignoniaceae","Handroanthus","chrysanthus","Handroanthus_chrysanthus","hanchr",-14.1892,-68.3339
"882","MD00955.mzXML","AF-18537","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon_urundeuva","myr1uru",-14.1892,-68.3339
"883","MD00956.mzXML","AF-18559","Salicaceae","Banara","tomentosa","Banara_tomentosa","ban1tom",-14.1892,-68.3339
"884","MD00957.mzXML","AF-18560","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon_rhamnoides","phy3rha",-14.1892,-68.3339
"885","MD00958.mzXML","AF-18552","Fabaceae","Sweetia","fruticosa","Sweetia_fruticosa","swefru",-14.1892,-68.3339
"886","MD00959.mzXML","AF-18553","Fabaceae","Lonchocarpus","MJM-7613","Lonchocarpus_MJM-7613","lonMJM7613",-14.1892,-68.3339
"887","MD00960.mzXML","AF-18554","Malvaceae","Ceiba","samauma","Ceiba_samauma","ceisam",-14.1892,-68.3339
"888","MD00961.mzXML","AF-20926","Aquifoliaceae","Ilex","aggregata","Ilex_aggregata","ileagg",-14.1892,-68.3339
